,Drug_ID,Drug,valid_smiles,mol,sentence,mol2vec
591,CHEMBL234085,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdab0>,MolSentence with 46 words,"(300,) dimensional vector"
592,CHEMBL246970,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdb10>,MolSentence with 56 words,"(300,) dimensional vector"
593,CHEMBL249282,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCN4CCOCC4)cc2-3)cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdb70>,MolSentence with 58 words,"(300,) dimensional vector"
594,CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdbd0>,MolSentence with 64 words,"(300,) dimensional vector"
595,CHEMBL256835,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdc30>,MolSentence with 54 words,"(300,) dimensional vector"
596,CHEMBL259922,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdc90>,MolSentence with 62 words,"(300,) dimensional vector"
597,CHEMBL260135,Nc1[nH]nc2nnc(-c3ccccc3)c(-c3ccccc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdcf0>,MolSentence with 44 words,"(300,) dimensional vector"
598,CHEMBL262433,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdd50>,MolSentence with 56 words,"(300,) dimensional vector"
599,CHEMBL271381,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccddb0>,MolSentence with 58 words,"(300,) dimensional vector"
600,CHEMBL272453,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1Cl,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccde10>,MolSentence with 58 words,"(300,) dimensional vector"
601,CHEMBL274064,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccde70>,MolSentence with 50 words,"(300,) dimensional vector"
602,CHEMBL296586,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccded0>,MolSentence with 40 words,"(300,) dimensional vector"
603,CHEMBL306380,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdf30>,MolSentence with 42 words,"(300,) dimensional vector"
604,CHEMBL316264,Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884ccdf90>,MolSentence with 50 words,"(300,) dimensional vector"
605,CHEMBL340384,NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccncc3)ccc2c1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f030>,MolSentence with 56 words,"(300,) dimensional vector"
606,CHEMBL340921,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f090>,MolSentence with 56 words,"(300,) dimensional vector"
607,CHEMBL363648,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f0f0>,MolSentence with 58 words,"(300,) dimensional vector"
608,CHEMBL371206,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f150>,MolSentence with 58 words,"(300,) dimensional vector"
609,CHEMBL377408,CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f1b0>,MolSentence with 52 words,"(300,) dimensional vector"
610,CHEMBL385478,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f210>,MolSentence with 44 words,"(300,) dimensional vector"
611,CHEMBL387971,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f270>,MolSentence with 68 words,"(300,) dimensional vector"
612,CHEMBL392642,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f2d0>,MolSentence with 58 words,"(300,) dimensional vector"
613,CHEMBL394619,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f330>,MolSentence with 54 words,"(300,) dimensional vector"
614,CHEMBL394790,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f390>,MolSentence with 54 words,"(300,) dimensional vector"
615,CHEMBL398951,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f3f0>,MolSentence with 62 words,"(300,) dimensional vector"
616,CHEMBL402846,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f450>,MolSentence with 58 words,"(300,) dimensional vector"
617,CHEMBL404367,Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f4b0>,MolSentence with 56 words,"(300,) dimensional vector"
618,CHEMBL411903,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f510>,MolSentence with 66 words,"(300,) dimensional vector"
619,CHEMBL412142,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f570>,MolSentence with 64 words,"(300,) dimensional vector"
620,CHEMBL41783,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f5d0>,MolSentence with 52 words,"(300,) dimensional vector"
621,CHEMBL422897,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f630>,MolSentence with 56 words,"(300,) dimensional vector"
622,CHEMBL424872,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f690>,MolSentence with 52 words,"(300,) dimensional vector"
623,CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f6f0>,MolSentence with 66 words,"(300,) dimensional vector"
624,CHEMBL461876,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f750>,MolSentence with 76 words,"(300,) dimensional vector"
625,CHEMBL468280,CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f7b0>,MolSentence with 38 words,"(300,) dimensional vector"
626,CHEMBL474432,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f810>,MolSentence with 66 words,"(300,) dimensional vector"
627,CHEMBL481491,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1C(F)(F)F,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f870>,MolSentence with 58 words,"(300,) dimensional vector"
628,CHEMBL482767,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f8d0>,MolSentence with 56 words,"(300,) dimensional vector"
629,CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f930>,MolSentence with 52 words,"(300,) dimensional vector"
630,CHEMBL483158,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f990>,MolSentence with 74 words,"(300,) dimensional vector"
631,CHEMBL484390,CCCCn1c(NC(=O)c2ccc(C#N)cc2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4f9f0>,MolSentence with 68 words,"(300,) dimensional vector"
632,CHEMBL491758,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fa50>,MolSentence with 42 words,"(300,) dimensional vector"
633,CHEMBL497151,O=c1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)[nH]o1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fab0>,MolSentence with 46 words,"(300,) dimensional vector"
634,CHEMBL504950,Cc1cc(C)c2c(n1)sc1c(N)ncnc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fb10>,MolSentence with 32 words,"(300,) dimensional vector"
635,CHEMBL508928,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fb70>,MolSentence with 66 words,"(300,) dimensional vector"
636,CHEMBL50894,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fbd0>,MolSentence with 44 words,"(300,) dimensional vector"
637,CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fc30>,MolSentence with 66 words,"(300,) dimensional vector"
638,CHEMBL519697,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fc90>,MolSentence with 62 words,"(300,) dimensional vector"
639,CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)C(CCF)CNC3=O)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fcf0>,MolSentence with 40 words,"(300,) dimensional vector"
640,CHEMBL526133,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccccc2)[nH]1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fd50>,MolSentence with 44 words,"(300,) dimensional vector"
641,CHEMBL539474,O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fdb0>,MolSentence with 42 words,"(300,) dimensional vector"
642,CHEMBL560813,N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fe10>,MolSentence with 50 words,"(300,) dimensional vector"
643,CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fe70>,MolSentence with 68 words,"(300,) dimensional vector"
644,CHEMBL565612,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4fed0>,MolSentence with 66 words,"(300,) dimensional vector"
645,CHEMBL583144,O=c1nc[nH]c2c1sc1c(Cl)ccc(Cl)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4ff30>,MolSentence with 32 words,"(300,) dimensional vector"
646,CHEMBL592030,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c4ff90>,MolSentence with 64 words,"(300,) dimensional vector"
647,CHEMBL604712,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53030>,MolSentence with 54 words,"(300,) dimensional vector"
648,CHEMBL7064,O=C1c2ccccc2-c2n[nH]c3cccc1c23,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53090>,MolSentence with 34 words,"(300,) dimensional vector"
649,CHEMBL95692,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c530f0>,MolSentence with 52 words,"(300,) dimensional vector"
650,CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53150>,MolSentence with 48 words,"(300,) dimensional vector"
651,CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c531b0>,MolSentence with 40 words,"(300,) dimensional vector"
652,CHEMBL1233881,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53210>,MolSentence with 48 words,"(300,) dimensional vector"
653,CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53270>,MolSentence with 46 words,"(300,) dimensional vector"
654,CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c532d0>,MolSentence with 42 words,"(300,) dimensional vector"
655,CHEMBL1241579,CC(CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53330>,MolSentence with 44 words,"(300,) dimensional vector"
656,CHEMBL1240545,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53390>,MolSentence with 44 words,"(300,) dimensional vector"
657,CHEMBL1240553,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c533f0>,MolSentence with 50 words,"(300,) dimensional vector"
658,CHEMBL1240554,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53450>,MolSentence with 52 words,"(300,) dimensional vector"
659,CHEMBL1240565,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c534b0>,MolSentence with 40 words,"(300,) dimensional vector"
660,CHEMBL1240566,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53510>,MolSentence with 40 words,"(300,) dimensional vector"
661,CHEMBL1241241,CC(C)N1NC(=C2C=CC(=O)C=C2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53570>,MolSentence with 40 words,"(300,) dimensional vector"
662,CHEMBL1241270,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c535d0>,MolSentence with 36 words,"(300,) dimensional vector"
663,CHEMBL1241271,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53630>,MolSentence with 38 words,"(300,) dimensional vector"
664,CHEMBL1241299,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53690>,MolSentence with 38 words,"(300,) dimensional vector"
665,CHEMBL1241300,COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c536f0>,MolSentence with 38 words,"(300,) dimensional vector"
666,CHEMBL1241301,COc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53750>,MolSentence with 40 words,"(300,) dimensional vector"
667,CHEMBL1241390,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c537b0>,MolSentence with 38 words,"(300,) dimensional vector"
668,CHEMBL1241391,CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53810>,MolSentence with 38 words,"(300,) dimensional vector"
669,CHEMBL1241439,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53870>,MolSentence with 40 words,"(300,) dimensional vector"
670,CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c538d0>,MolSentence with 58 words,"(300,) dimensional vector"
671,CHEMBL1241482,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53930>,MolSentence with 60 words,"(300,) dimensional vector"
672,CHEMBL1241483,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53990>,MolSentence with 44 words,"(300,) dimensional vector"
673,CHEMBL1241484,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c539f0>,MolSentence with 42 words,"(300,) dimensional vector"
674,CHEMBL1241485,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53a50>,MolSentence with 44 words,"(300,) dimensional vector"
675,CHEMBL1241486,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53ab0>,MolSentence with 52 words,"(300,) dimensional vector"
676,CHEMBL1241487,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53b10>,MolSentence with 46 words,"(300,) dimensional vector"
677,CHEMBL1241490,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53b70>,MolSentence with 44 words,"(300,) dimensional vector"
678,CHEMBL1241491,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53bd0>,MolSentence with 48 words,"(300,) dimensional vector"
679,CHEMBL1241492,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53c30>,MolSentence with 44 words,"(300,) dimensional vector"
680,CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53c90>,MolSentence with 42 words,"(300,) dimensional vector"
681,CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53cf0>,MolSentence with 44 words,"(300,) dimensional vector"
682,CHEMBL1241581,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53d50>,MolSentence with 48 words,"(300,) dimensional vector"
683,CHEMBL1241582,CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53db0>,MolSentence with 42 words,"(300,) dimensional vector"
684,CHEMBL1241583,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53e10>,MolSentence with 44 words,"(300,) dimensional vector"
685,CHEMBL1241586,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53e70>,MolSentence with 46 words,"(300,) dimensional vector"
686,CHEMBL1241587,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53ed0>,MolSentence with 44 words,"(300,) dimensional vector"
687,CHEMBL1241588,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53f30>,MolSentence with 46 words,"(300,) dimensional vector"
688,CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c53f90>,MolSentence with 48 words,"(300,) dimensional vector"
689,CHEMBL1241676,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55030>,MolSentence with 46 words,"(300,) dimensional vector"
690,CHEMBL1241677,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCNC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55090>,MolSentence with 46 words,"(300,) dimensional vector"
691,CHEMBL1241768,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCOC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c550f0>,MolSentence with 46 words,"(300,) dimensional vector"
692,CHEMBL1241679,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55150>,MolSentence with 42 words,"(300,) dimensional vector"
693,CHEMBL1241680,CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c551b0>,MolSentence with 44 words,"(300,) dimensional vector"
694,CHEMBL1241681,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55210>,MolSentence with 50 words,"(300,) dimensional vector"
695,CHEMBL1241682,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55270>,MolSentence with 48 words,"(300,) dimensional vector"
696,CHEMBL1241683,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c552d0>,MolSentence with 48 words,"(300,) dimensional vector"
697,CHEMBL1241684,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55330>,MolSentence with 48 words,"(300,) dimensional vector"
698,CHEMBL1241767,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55390>,MolSentence with 74 words,"(300,) dimensional vector"
699,CHEMBL1241769,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c553f0>,MolSentence with 48 words,"(300,) dimensional vector"
700,CHEMBL1241770,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55450>,MolSentence with 48 words,"(300,) dimensional vector"
701,CHEMBL1241771,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c554b0>,MolSentence with 44 words,"(300,) dimensional vector"
702,CHEMBL1241772,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55510>,MolSentence with 42 words,"(300,) dimensional vector"
703,CHEMBL1241773,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55570>,MolSentence with 44 words,"(300,) dimensional vector"
704,CHEMBL1241774,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c555d0>,MolSentence with 46 words,"(300,) dimensional vector"
705,CHEMBL1241775,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55630>,MolSentence with 46 words,"(300,) dimensional vector"
706,CHEMBL1241776,CC(C)n1nc(-c2ccc3[nH]cnc(=O)c3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55690>,MolSentence with 48 words,"(300,) dimensional vector"
707,CHEMBL1241858,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c556f0>,MolSentence with 50 words,"(300,) dimensional vector"
708,CHEMBL1241859,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55750>,MolSentence with 50 words,"(300,) dimensional vector"
709,CHEMBL1241860,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c557b0>,MolSentence with 44 words,"(300,) dimensional vector"
710,CHEMBL1241861,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55810>,MolSentence with 46 words,"(300,) dimensional vector"
711,CHEMBL1241862,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c55870>,MolSentence with 46 words,"(300,) dimensional vector"
712,CHEMBL1241863,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c558d0>,MolSentence with 48 words,"(300,) dimensional vector"
